mag_name	gene_name	contig	region	product	cluster_kb	contig_edge
MAG_1002	ctg14_18-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_19-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_20-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_21-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_22-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_23-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_24-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_25-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_26-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_27-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_28-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_29-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_30-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_31-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_32-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_33-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_34-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_35-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_36-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_37-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_38-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_39-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_40-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_41-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_42-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_43-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_44-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_45-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_46-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_47-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg14_48-MAG_1002	MAG_1002_14	1	phosphonate	41610	FALSE
MAG_1002	ctg27_1-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_2-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_3-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_4-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_5-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_6-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_7-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_8-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_9-MAG_1002	MAG_1002_27	1	NRPS-like	43195	TRUE
MAG_1002	ctg27_10-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_11-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_12-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_13-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_14-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_15-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_16-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_17-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_18-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_19-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_20-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_21-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_22-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_23-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_24-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_25-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_26-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_27-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_28-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_29-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_30-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_31-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_32-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_33-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_34-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_35-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_36-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_37-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_38-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_39-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
MAG_1002	ctg27_40-MAG_1002	MAG_1002_27	1	T1PKS	45894	FALSE
